date,open,high,low,close,adjclose,volume
2020-01-09,71.09649658203125,71.43399810791016,70.510498046875,70.989501953125,70.32035827636719,33200000
2020-01-10,71.47350311279297,71.74700164794922,70.9800033569336,71.447998046875,70.7745361328125,26258000
2020-01-13,71.76249694824219,72.0739974975586,71.26850128173828,72.00150299072266,71.32280731201172,30730000
2020-01-14,72.0,72.13150024414062,71.38849639892578,71.52950286865234,70.85526275634766,26076000
2020-01-15,71.6510009765625,72.03900146484375,71.58300018310547,71.95999908447266,71.28170776367188,21550000
2020-01-16,72.27249908447266,72.53500366210938,72.0,72.50800323486328,71.82452392578125,26080000
2020-01-17,73.12699890136719,74.02749633789062,72.82749938964844,73.97599792480469,73.27869415283203,52424000
2020-01-21,73.94999694824219,74.49400329589844,73.510498046875,74.11250305175781,73.41392517089844,48930000
2020-01-22,74.48650360107422,75.02899932861328,74.13300323486328,74.19349670410156,73.49414825439453,28458000
2020-01-23,74.37750244140625,74.67500305175781,74.01599884033203,74.2344970703125,73.53475952148438,26650000
2020-01-24,74.64099884033203,74.70999908447266,73.15899658203125,73.30850219726562,72.61749267578125,29786000
2020-01-27,71.5770034790039,71.8290023803711,70.9749984741211,71.58650207519531,70.91173553466797,34132000
2020-01-28,72.08699798583984,72.73999786376953,71.51799774169922,72.5250015258789,71.84137725830078,29724000
2020-01-29,72.9229965209961,73.20700073242188,72.26950073242188,72.83499908447266,72.14845275878906,21566000
2020-01-30,71.90499877929688,72.76249694824219,71.75,72.7125015258789,72.02711486816406,27110000
2020-01-31,73.39299774169922,73.4834976196289,71.35299682617188,71.63899993896484,70.9637222290039,43822000
2020-02-03,73.0824966430664,74.31500244140625,72.83049774169922,74.12999725341797,73.4312515258789,71636000
2020-02-04,72.72450256347656,73.36699676513672,71.10150146484375,72.27050018310547,71.58927917480469,95880000
2020-02-05,73.18049621582031,73.22899627685547,71.48400115966797,72.30249786376953,71.6209716796875,36376000
2020-02-06,72.5989990234375,74.0780029296875,72.52400207519531,73.79850006103516,73.10286712646484,37822000
2020-02-07,73.36949920654297,74.26249694824219,73.27050018310547,73.95549774169922,73.25839233398438,28360000
2020-02-10,73.86150360107422,75.44400024414062,73.76000213623047,75.43299865722656,74.72196960449219,38302000
2020-02-11,75.66349792480469,76.49400329589844,75.27249908447266,75.50299835205078,74.79130554199219,34852000
2020-02-12,75.79299926757812,76.01499938964844,75.43350219726562,75.93150329589844,75.21576690673828,31042000
2020-02-13,75.5,76.29750061035156,75.19999694824219,75.66950225830078,74.95623779296875,22914000
2020-02-14,75.72650146484375,76.00250244140625,75.27749633789062,75.9365005493164,75.22071838378906,23198000
2020-02-18,75.71700286865234,76.52799987792969,75.55049896240234,75.97200012207031,75.25588989257812,25642000
2020-02-19,76.36000061035156,76.53700256347656,76.04900360107422,76.24349975585938,75.52482604980469,22746000
2020-02-20,75.95050048828125,76.35350036621094,75.21299743652344,75.84950256347656,75.13453674316406,25962000
2020-02-21,75.22899627685547,75.54750061035156,73.92449951171875,74.1729965209961,73.47384643554688,42520000
2020-02-24,71.15249633789062,71.81900024414062,70.3395004272461,70.99299621582031,70.32380676269531,49560000
2020-02-25,71.55000305175781,71.84249877929688,69.02100372314453,69.31600189208984,68.6626205444336,51580000
2020-02-26,69.7490005493164,70.68350219726562,68.82749938964844,69.52349853515625,68.86817169189453,49776000
2020-02-27,67.95700073242188,68.47000122070312,65.71199798583984,65.74749755859375,65.12776947021484,62290000
2020-02-28,63.71549987792969,67.12249755859375,63.410499572753906,66.9625015258789,66.3313217163086,80198000
2020-03-02,67.56950378417969,69.37349700927734,66.26000213623047,69.31600189208984,68.6626205444336,55430000
2020-03-03,69.88400268554688,70.40950012207031,66.46199798583984,66.88600158691406,66.25553131103516,56602000
2020-03-04,67.947998046875,69.13899993896484,66.8499984741211,69.08000183105469,68.4288558959961,47598000
2020-03-05,67.27749633789062,67.68150329589844,65.08200073242188,65.73799896240234,65.11835479736328,54380000
2020-03-06,63.497501373291016,65.13749694824219,62.86050033569336,64.78700256347656,64.17631530761719,64640000
2020-03-09,60.24800109863281,62.63650131225586,59.902000427246094,60.78950119018555,60.21649932861328,69252000
2020-03-10,62.71950149536133,63.79249954223633,60.72549819946289,63.75849914550781,63.157508850097656,54872000
2020-03-11,62.41350173950195,62.846500396728516,59.55699920654297,60.54499816894531,59.974308013916016,54732000
2020-03-12,56.13100051879883,59.4375,55.423500061035156,55.57749938964844,55.053627014160156,94326000
2020-03-13,58.7495002746582,60.720001220703125,55.614498138427734,60.7135009765625,60.14120864868164,79400000
2020-03-16,54.480499267578125,57.27349853515625,53.354000091552734,53.650001525878906,53.14429473876953,96520000
2020-03-17,54.53200149536133,56.29999923706055,52.45500183105469,55.90299987792969,55.37605667114258,83194000
2020-03-18,52.99700164794922,55.2495002746582,51.849998474121094,54.55950164794922,54.04521942138672,93044000
2020-03-19,54.4109992980957,57.63050079345703,52.77750015258789,55.583499908447266,55.059574127197266,74064000
2020-03-20,56.54499816894531,56.92399978637695,53.10499954223633,53.410499572753906,52.90705490112305,82878000
2020-03-23,52.81850051879883,53.34550094604492,50.44350051879883,52.70650100708008,52.209686279296875,83672000
2020-03-24,55.19900131225586,56.666500091552734,54.32149887084961,56.5004997253418,55.967926025390625,72468000
2020-03-25,56.229000091552734,57.30849838256836,54.1505012512207,55.08100128173828,54.56180953979492,90324000
2020-03-26,55.736000061035156,58.57400131225586,54.60150146484375,58.145999908447266,57.59791564941406,76562000
2020-03-27,56.37350082397461,57.5525016784668,55.20000076293945,55.51300048828125,54.98972702026367,62794000
2020-03-30,56.63199996948242,57.54999923706055,54.92449951171875,57.31549835205078,56.775245666503906,58736000
2020-03-31,57.436500549316406,58.66999816894531,56.83599853515625,58.09749984741211,57.549869537353516,65228000
2020-04-01,56.20000076293945,56.47100067138672,54.67449951171875,55.10499954223633,54.5855827331543,51970000
2020-04-02,55.0,56.13850021362305,54.65650177001953,55.85150146484375,55.325042724609375,56410000
2020-04-03,55.73550033569336,55.93949890136719,53.75400161743164,54.6349983215332,54.12000274658203,51374000
2020-04-06,56.650001525878906,59.537498474121094,56.25,59.15950012207031,58.60186767578125,63320000
2020-04-07,60.85049819946289,61.03900146484375,58.86249923706055,59.12799835205078,58.57065963745117,61620000
2020-04-08,60.154998779296875,60.744998931884766,59.1974983215332,60.349998474121094,59.7811393737793,40334000
2020-04-09,60.909000396728516,61.0994987487793,59.62099838256836,60.32849884033203,59.75984573364258,54028000
2020-04-13,60.07500076293945,60.72600173950195,59.11650085449219,60.52050018310547,59.95003128051758,38702000
2020-04-14,61.99850082397461,63.787498474121094,61.426998138427734,63.26150131225586,62.665199279785156,63358000
2020-04-15,62.32550048828125,63.75550079345703,61.70000076293945,62.8650016784668,62.272438049316406,42236000
2020-04-16,63.356998443603516,63.667999267578125,61.90999984741211,62.871498107910156,62.278873443603516,57896000
2020-04-17,64.08499908447266,64.5,63.29999923706055,63.95000076293945,63.347206115722656,51050000
2020-04-20,63.49449920654297,63.840999603271484,62.821998596191406,63.057498931884766,62.46311569213867,35292000
2020-04-21,62.135501861572266,62.5,60.25,60.608001708984375,60.036712646484375,49648000
2020-04-22,62.05550003051758,63.99399948120117,61.86000061035156,62.920501708984375,62.32741165161133,46296000
2020-04-23,63.2869987487793,64.40750122070312,63.0265007019043,63.55849838256836,62.95939254760742,34202000
2020-04-24,62.75,63.885501861572266,62.20000076293945,63.83000183105469,63.22834396362305,37402000
2020-04-27,64.5999984741211,64.70500183105469,63.25299835205078,63.542999267578125,62.94404602050781,44186000
2020-04-28,64.16000366210938,64.23799896240234,61.51900100708008,61.62950134277344,61.048580169677734,80700000
2020-04-29,67.25,68.00749969482422,66.33650207519531,67.10900115966797,66.4764175415039,108358000
2020-04-30,66.56800079345703,67.5,66.07499694824219,67.33499908447266,66.70030975341797,55842000
2020-05-01,66.20449829101562,67.57150268554688,65.48300170898438,65.86599731445312,65.24514770507812,48872000
2020-05-04,65.40650177001953,66.22350311279297,64.80049896240234,66.1449966430664,65.5215072631836,30806000
2020-05-05,66.875,68.55049896240234,66.75150299072266,67.45099639892578,66.81520080566406,39666000
2020-05-06,67.9000015258789,68.43450164794922,67.25650024414062,67.27149963378906,66.63739776611328,31732000
2020-05-07,68.06549835205078,68.80000305175781,67.62699890136719,68.46399688720703,67.81864929199219,30652000
2020-05-08,69.09100341796875,69.83200073242188,68.60050201416016,69.21700286865234,68.5645523071289,33326000
2020-05-11,68.8395004272461,70.77649688720703,68.7750015258789,70.17949676513672,69.51798248291016,32718000
2020-05-12,70.41100311279297,70.71649932861328,68.72550201416016,68.75900268554688,68.11087799072266,33918000
2020-05-13,68.80799865722656,69.2665023803711,66.40049743652344,67.41649627685547,66.78102111816406,40368000
2020-05-14,66.6760025024414,67.86849975585938,66.16500091552734,67.84300231933594,67.20350646972656,36660000
2020-05-15,67.41300201416016,68.72899627685547,66.94999694824219,68.65299987792969,68.00587463378906,41544000
2020-05-18,68.0790023803711,69.63800048828125,67.70999908447266,69.25900268554688,68.60616302490234,47094000
2020-05-19,69.27400207519531,69.62449645996094,68.68800354003906,68.72000122070312,68.07225036621094,31586000
2020-05-20,69.45800018310547,70.60150146484375,69.37100219726562,70.45800018310547,69.79386138916016,38262000
2020-05-21,70.54949951171875,70.822998046875,69.71949768066406,70.3375015258789,69.67449188232422,30894000
2020-05-22,70.19499969482422,70.8499984741211,69.79750061035156,70.66200256347656,69.9959487915039,28544000
2020-05-26,72.0979995727539,72.25550079345703,70.97000122070312,71.06849670410156,70.39859771728516,44590000
2020-05-27,71.0,71.26750183105469,69.7300033569336,71.01399993896484,70.34463500976562,31684000
2020-05-28,70.0,72.2229995727539,69.9540023803711,70.91200256347656,70.24358367919922,35170000
2020-05-29,71.02149963378906,71.83650207519531,70.79900360107422,71.6760025024414,71.00038146972656,37044000
2020-06-01,71.28500366210938,72.0790023803711,71.11399841308594,71.74349975585938,71.06725311279297,25162000
2020-06-02,71.75,72.1500015258789,71.08049774169922,72.1155014038086,71.43573760986328,23442000
2020-06-03,72.13500213623047,72.45050048828125,71.58100128173828,71.9625015258789,71.2841796875,27732000
2020-06-04,71.83899688720703,72.06600189208984,70.30049896240234,70.71499633789062,70.04843139648438,26982000
2020-06-05,70.78199768066406,72.31500244140625,70.38099670410156,72.0009994506836,71.32230377197266,42642000
2020-06-08,71.31400299072266,72.44999694824219,71.2239990234375,72.4020004272461,71.71954345703125,33878000
2020-06-09,72.26200103759766,73.38999938964844,72.11799621582031,72.60399627685547,71.91963195800781,33624000
2020-06-10,73.07550048828125,73.63849639892578,72.71800231933594,73.23500061035156,72.544677734375,31762000
2020-06-11,72.05149841308594,72.58000183105469,69.92050170898438,70.09500122070312,69.43427276611328,47144000
2020-06-12,71.29299926757812,71.72550201416016,69.29000091552734,70.64600372314453,69.98009490966797,36676000
2020-06-15,69.47450256347656,71.25,69.36000061035156,71.03700256347656,70.36742401123047,30468000
2020-06-16,72.44999694824219,72.8584976196289,71.44950103759766,72.32350158691406,71.64177703857422,30648000
2020-06-17,72.64700317382812,73.11000061035156,71.75650024414062,72.62699890136719,71.94241333007812,30610000
2020-06-18,72.49250030517578,72.64849853515625,71.31199645996094,71.70600128173828,71.03010559082031,34862000
2020-06-19,72.0,72.2249984741211,70.94999694824219,71.23200225830078,70.5605697631836,52784000
2020-06-22,71.25050354003906,72.54750061035156,70.95950317382812,72.53299713134766,71.84930419921875,29442000
2020-06-23,72.5999984741211,73.76000213623047,72.25,73.1989974975586,72.50902557373047,37752000
2020-06-24,73.16400146484375,73.78949737548828,71.5,71.63500213623047,70.95977020263672,31592000
2020-06-25,71.56099700927734,72.11599731445312,70.97699737548828,72.05500030517578,71.37581634521484,23958000
2020-06-26,71.63150024414062,71.85099792480469,67.75,68.12699890136719,67.4848403930664,97640000
2020-06-29,68.01699829101562,69.9000015258789,67.5824966430664,69.8584976196289,69.20001220703125,45074000
2020-06-30,69.84400177001953,71.19999694824219,69.34649658203125,70.90249633789062,70.23416900634766,40286000
2020-07-01,70.95850372314453,72.42400360107422,70.70899963378906,72.0999984741211,71.4203872680664,42182000
2020-07-02,72.59200286865234,74.4260025024414,72.55349731445312,73.49649810791016,72.8037109375,57218000
2020-07-06,74.40750122070312,75.5,73.8489990234375,74.98249816894531,74.27571105957031,44712000
2020-07-07,74.80650329589844,76.06600189208984,74.48500061035156,74.49600219726562,73.79380798339844,42364000
2020-07-08,75.04000091552734,75.55850219726562,74.61499786376953,75.18000030517578,74.47135925292969,31766000
2020-07-09,75.49649810791016,76.45700073242188,74.77950286865234,75.93299865722656,75.21725463867188,41836000
2020-07-10,75.6624984741211,77.06700134277344,75.03600311279297,76.95050048828125,76.22517395019531,35918000
2020-07-13,77.49700164794922,78.81800079345703,75.3280029296875,75.61150360107422,74.89878845214844,42954000
2020-07-14,74.6395034790039,76.13999938964844,74.29650115966797,76.04299926757812,75.32621765136719,38108000
2020-07-15,76.1614990234375,76.81649780273438,74.8915023803711,75.84400177001953,75.12909698486328,31026000
2020-07-16,75.07499694824219,75.79550170898438,74.41349792480469,75.74600219726562,75.03202819824219,26484000
2020-07-17,75.84549713134766,76.17150115966797,74.90499877929688,75.84249877929688,75.12760162353516,34264000
2020-07-20,75.75,78.45050048828125,75.13500213623047,78.19200134277344,77.45497131347656,30166000
2020-07-21,79.25150299072266,79.35250091552734,77.63099670410156,77.7959976196289,77.06269836425781,27486000
2020-07-22,77.7854995727539,78.3489990234375,77.1614990234375,78.24250030517578,77.5049819946289,24482000
2020-07-23,78.29650115966797,78.51750183105469,75.42949676513672,75.8375015258789,75.1226577758789,33910000
2020-07-24,74.95950317382812,75.77149963378906,74.37950134277344,75.4104995727539,74.69969177246094,29902000
2020-07-27,75.66300201416016,76.87799835205078,75.61650085449219,76.47149658203125,75.75067901611328,27124000
2020-07-28,76.25,76.30049896240234,75.0260009765625,75.18250274658203,74.47383880615234,30910000
